provinsi;kabupaten;kecamatan;status_kecukupan_mbg_daging_sapi;status_kecukupan_mbg_daging_ayam;status_kecukupan_mbg_telur_ayam;koord_camat;koord_polsek;koord_koramil;jumlah_pendidik_tenaga_pendidikan;jumlah_tenaga_kesehatan;jumlah_posyandu;jumlah_puskesmas;jumlah_kelompok_belajar;jumlah_taman_kanak_kanak;jumlah_siswa_pra_sekolah;jumlah_sd_mi;jumlah_siswa_sd_mi;jumlah_smp_mts;jumlah_siswa_smp_mts;jumlah_sma_ma;jumlah_siswa_sma_ma;jumlah_siswa_slb_disabel;jumlah_santri;jumlah_k1;jumlah_asi_ekslusif;jumlah_ibu_hamil;jumlah_ibu_menyusui;balita_0_4_tahun;permintaan_daging_sapi_mbg;permintaan_daging_ayam_ras_mbg;permintaan_telur_ayam_ras_mbg;populasi_sapi_kerbau;populasi_ayam_ras_pedaging;populasi_ayam_ras_petelur;populasi_ayam_lokal_buras;populasi_itik;populasi_kambing;potensi_produksi_daging_sapi;potensi_produksi_daging_ayam_ras;potensi_produksi_telur_ayam_ras;pemenuhan_potensial_produk_daging_sapi_pemenuhan_mbg;pemenuhan_potensial_produk_daging_ayam_ras_pemenuhan_mbg;pemenuhan_potensial_produk_telur_ayam_ras_pemenuhan_mbg;jumlah_peternak_ayam_ras_pedaging;jumlah_peternak_ayam_ras_petelur;jumlah_peternak_sapi_kerbau;jumlah_peternak_kambing_domba;jumlah_peternak_ayam_lokal_buras;jumlah_peternak_itik;jumlah_rph_tph_r;jumlah_rph_tph_tugas;jumlah_cold_storage_gudang_pendingin;jumlah_gudang_kering
Kalimantan Barat;Landak;menjalin;sangat_cukup;tidak_cukup;sangat_cukup;0.5725606756628905, 109.33990810934826;0.48584462116259836, 109.34069388662536;0.6173038427107965, 109.33736280498206;359;42;0;0;11;5;454;27;2.412;6;1.034;2;761;0;0;283;0;0;0;0;12.089,60;15.857,00;16.815,60;424;8.117;10.576;18.251;759;232;12.252,41;498,51;157.738,08;101,35%;3,14%;938,05%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Landak;menyuke;sangat_cukup;tidak_cukup;tidak_cukup;0.8279923013123237, 109.62853845153373;0.6041581944412582, 109.61962567124637;0.5921335995593487, 109.62639903005655;710;61;0;0;16;2;423;42;2.946;13;1.577;5;1.223;0;0;525;0;0;0;0;16.840,70;22.891,40;24.425,70;537;13.304;0;11.557;617;128;15.517,80;817,07;0;92,14%;3,57%;0,00%;1;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Landak;meranti;tidak_cukup;tidak_cukup;tidak_cukup;0.9715957393156073, 109.73721759063255;0.6736142172002456, 109.73823656197833;;298;36;0;0;1;0;12;17;1.297;3;461;1;386;0;0;151;0;0;0;0;4.333,30;6.249,20;6.750,30;39;0;0;21;0;5;1.126,99;0;0;26,01%;0,00%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Landak;ngabang;tidak_cukup;sangat_cukup;tidak_cukup;0.6315847269965276, 109.92607229398895;0.394478898770192, 109.96328264930507;0.6452209991745778, 109.95587378339182;4.036;260;0;16;32;18;1.803;70;9.490;23;5.349;13;5.122;60;725;1116;0;0;0;0;69.674,20;94.864,00;100.873,20;280;2.155.629;0;28.985;551;293;8.091,22;132.387,96;0;11,61%;139,56%;0,00%;2;0;0;0;0;0;1;0;1;0
Kalimantan Barat;Landak;sebangki;tidak_cukup;tidak_cukup;tidak_cukup;0.19721348650810738, 109.60362490221537;0.1391758238331588, 109.586310833986;;419;41;0;0;8;11;622;33;2.559;11;932;11;702;0;0;0;0;0;0;0;12.953,30;16.431,60;17.352,30;102;28.179;0;1.614;23;257;2.947,51;1.730,61;0;22,75%;10,53%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Landak;sengah temila;tidak_cukup;tidak_cukup;cukup;0.5539190570052953, 109.64030047724452;0.33177766464234504, 109.67017394715361;0.45737534979511907, 109.66294203483616;890;157;0;0;27;9;928;62;7.052;19;3.394;11;3.201;0;0;0;0;0;0;0;42.067,70;57.834,60;61.634,70;227;83.639;2.459;34.942;1.828;526;6.559,66;5.136,69;36.675,30;15,59%;8,88%;59,50%;2;0;56;0;0;0;0;0;1;0
Kalimantan Barat;Landak;sompak;tidak_cukup;tidak_cukup;tidak_cukup;0.7889877571543696, 109.48029583900181;;;460;44;0;0;10;4;394;14;1.713;3;950;2;744;0;0;180;0;0;0;0;11.270,60;14.935,20;15.816,60;96;2.245;0;10.043;712;200;2.774,13;137,88;0;24,61%;0,92%;0,00%;0;0;45;36;0;0;0;0;0;0
Kalimantan Barat;Melawi;belimbing;sangat_cukup;tidak_cukup;tidak_cukup;-0.30534816762173606, 111.64425984125232;-0.30414211166378324, 111.64285785851533;-0.3047117060748534, 111.64439222637304;3.467;100;0;0;15;9;574;29;2.714;15;1.245;3;693;0;0;0;0;0;0;0;12.405,60;15.841,80;16.734,60;561;11.059;0;15.139;811;350;16.211,33;679,19;0;130,68%;4,29%;0,00%;0;0;0;0;0;0;0;0;0;2
Kalimantan Barat;Melawi;belimbing hulu;sangat_cukup;tidak_cukup;tidak_cukup;-0.393852674114791, 111.55293926873908;;;2.300;43;0;0;6;4;239;12;1.075;4;301;2;165;0;0;0;0;0;0;0;3.868,10;4.692,60;4.928,10;177;853;0;4.883;46;137;5.114,80;52,39;0;132,23%;1,12%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;ella hilir;sangat_cukup;tidak_cukup;tidak_cukup;-0.41186495095692277, 112.00140324437547;-0.4006411246971135, 112.00295805994257;-0.4003992418336884, 112.0032955141461;1.222;46;0;0;14;1;379;31;1.971;8;695;2;462;0;0;0;0;0;0;0;8.362,10;10.670,40;11.318,10;780;5.800;0;9.105;772;33;22.539,82;356,21;0;269,55%;3,34%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;menukung;tidak_cukup;tidak_cukup;tidak_cukup;-0.4188689436168252, 112.22731258470658;-0.4184911867973605, 112.22663740070092;-0.41973494019439567, 112.22911296797862;469;66;0;0;10;2;313;29;1.968;15;891;1;279;0;0;0;0;0;0;0;5.864,20;7.273,80;7.711,20;94;6.140;0;4.329;247;0;2.716,34;377,09;0;46,32%;5,18%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;nanga pinoh;tidak_cukup;tidak_cukup;tidak_cukup;-0.3633746930563223, 111.75715328653611;-0.34585041863013977, 111.74918463933572;-0.3442550575005064, 111.74463912049497;1.114;312;0;11;22;15;1.235;39;6.595;23;3.702;22;4.995;82;603;3.512;0;0;0;0;63.253,00;87.765,00;93.517,00;714;209.638;0;12.987;1.652;443;20.632,60;12.874,92;0;32,62%;14,67%;0,00%;3;0;0;0;0;0;3;0;0;7
Kalimantan Barat;Melawi;pinoh selatan;sangat_cukup;tidak_cukup;tidak_cukup;-0.9039768238404036, 111.5036455864089;-0.9024686981372935, 111.5005319193294;-0.903530609743443, 111.49905973462744;526;46;0;0;12;3;331;21;1.138;7;621;3;382;0;0;0;0;0;0;0;7.014,90;8.915,20;9.429,90;306;3.343;0;3.845;471;75;8.842,54;205,31;0;126,05%;2,30%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;pinoh utara;sangat_cukup;tidak_cukup;tidak_cukup;-0.3284047599004944, 111.74246951266049;;;450;43;0;0;15;1;281;25;1.291;9;521;1;146;0;0;0;0;0;0;0;4.156,90;4.908,80;5.181,90;459;6.048;0;8.815;254;29;13.263,81;371,44;0;319,08%;7,57%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;sayan;sangat_cukup;tidak_cukup;cukup;-0.7203763504719858, 111.67548546479279;-0.7150189289505501, 111.66626201235624;-0.7139642267044329, 111.67578435631663;427;40;0;0;10;2;222;22;1.874;12;717;2;234;0;0;0;0;0;0;0;4.554,80;5.732,40;6.088,80;296;17.395;258;6.010;407;53;8.553,57;1.068,31;3.848,00;187,79%;18,64%;63,20%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;sokan;sangat_cukup;tidak_cukup;tidak_cukup;-0.9040189305189273, 111.50363734178204;-0.9024686981526889, 111.50051052828128;-0.9035251856960133, 111.49905209180854;398;46;0;0;12;3;426;23;1.923;13;780;3;486;0;0;0;0;0;0;0;8.925,90;11.338,80;11.976,90;788;7.441;0;1.989;38;18;22.770,99;456,99;0;255,11%;4,03%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Melawi;tanah pinoh;sangat_cukup;tidak_cukup;tidak_cukup;-0.7929115462869907, 111.54466766630222;-0.7910517204602008, 111.55613750070188;-0.7925088100755732, 111.54337025043665;817;69;0;0;5;7;300;16;1.811;10;1.021;4;807;0;0;0;0;0;0;0;11.165,50;15.139,80;16.099,50;1.072;83.113;0;4.807;630;40;30.977,80;5.104,38;0;277,44%;33,72%;0,00%;0;0;0;0;0;0;0;0;0;1
Kalimantan Barat;Melawi;tanah pinoh barat;sangat_cukup;tidak_cukup;tidak_cukup;-0.6963902611657061, 111.52896315795739;;;471;47;0;0;7;3;373;18;1.517;8;432;1;64;0;0;0;0;0;0;0;3.995,20;4.334,80;4.486,20;407;3.473;0;9.077;326;10;11.761,16;213,29;0;294,38%;4,92%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Mempawah;anjongan;tidak_cukup;sangat_cukup;tidak_cukup;0.6330808435252795, 109.146048824527;0.37340523827081595, 109.1664451366235;;495;30;0;14;16;4;622;14;2.462;7;1.325;5;794;0;0;0;203;421;419;1.947;13.713,80;17.620,40;18.556,80;167;798.335;0;6.619;703;392;4.825,83;49.029,74;0;35,19%;278,26%;0,00%;11;1;68;0;0;0;0;0;0;0
Kalimantan Barat;Mempawah;mempawah hilir;sangat_cukup;sangat_cukup;sangat_cukup;0.4602618167014716, 108.94530246351715;0.36152056758988327, 108.95732894628759;0.3653161418522012, 108.95448780343085;1.142;281;0;0;15;4;622;14;2.462;6;1.325;5;794;0;13.038;0;0;0;0;0;13.713,80;17.620,40;18.556,80;498;289.774;1.862;3.065;439;403;14.390,81;17.796,47;27.771,21;104,94%;101,00%;149,66%;3;0;197;0;0;0;1;0;0;1
Kalimantan Barat;Mempawah;mempawah timur;sangat_cukup;sangat_cukup;sangat_cukup;0.6723999462264233, 108.9729214826256;0.32487859968561456, 108.96995533281641;0.3228063420613929, 108.96947842607265;1.043;39;0;0;13;10;823;23;2.794;10;1.209;7;756;0;0;0;0;0;0;0;15.099,70;18.831,60;19.766,70;897;745.290;1.905;4.357;822;707;25.920,79;45.771,99;28.412,54;171,66%;243,06%;143,74%;18;1;253;0;0;0;0;1;0;1
Kalimantan Barat;Mempawah;sadaniang;tidak_cukup;tidak_cukup;tidak_cukup;0.626584515577681, 109.1350217298798;0.5542484110564572, 109.14033570344453;;864;24;0;0;11;5;525;20;592;5;592;2;146;0;0;0;116;232;231;1.118;6.155,00;6.898,40;7.149,00;84;0;0;5.271;213;141;2.427,36;0;0;39,44%;0,00%;0,00%;0;0;17;0;0;0;0;0;0;2
Kalimantan Barat;Mempawah;segedong;tidak_cukup;tidak_cukup;sangat_cukup;0.4637255121933092, 109.17297452467814;0.16184638274890004, 109.19805899793379;;998;27;0;0;7;3;306;17;2.900;6;1.009;3;934;0;0;0;247;517;514;2.373;12.558,90;17.158,00;18.261,90;169;124.485;1.862;8.410;1.339;606;4.883,63;7.645,25;27.771,21;38,89%;44,56%;152,07%;9;3;37;0;0;0;0;0;0;0
Kalimantan Barat;Mempawah;jongkat;tidak_cukup;sangat_cukup;tidak_cukup;0.15849982390644615, 109.18584492800765;0.07739657181046353, 109.20858205788296;0.23491342026666023, 109.19423205140335;769;54;0;0;21;6;949;33;5.737;13;2.281;8;1.308;0;0;0;234;492;489;2.253;22.060,10;28.510,80;30.098,10;323;475.553;991;15.534;900;1.160;9.333,80;29.206,09;14.780,49;42,31%;102,44%;49,11%;19;0;0;0;0;0;0;0;0;4
Kalimantan Barat;Mempawah;sungai kunyit;cukup;sangat_cukup;tidak_cukup;0.9455542544872237, 108.87880917771068;0.5033143208280456, 108.91220777105029;0.5055933564596821, 108.9133236557769;1.237;40;0;0;19;5;780;26;3.010;9;1.172;5;1.085;0;0;0;192;400;398;1.849;18.222,50;23.573,00;24.883,50;467;604.202;0;8.864;1.531;1.071;13.494,99;37.107,07;0;74,06%;157,41%;0,00%;3;0;202;0;0;0;0;0;0;0
Kalimantan Barat;Mempawah;sungai pinyuh;sangat_cukup;sangat_cukup;sangat_cukup;0.3650578189122545, 109.08393997134533;0.281913595489859, 109.08458278936428;0.47736027963345645, 109.08915713995826;1.096;57;0;0;14;24;1.259;47;6.797;24;3.427;11;2.346;0;0;3.940;373;776;771;3.585;35.713,10;47.268,00;50.060,10;995;867.294;65.432;6.669;4.940;2.003;28.752,71;53.264,86;975.899,96;80,51%;112,69%;1949,46%;26;5;241;43;0;0;1;0;0;2
Kalimantan Barat;Mempawah;toho;cukup;sangat_cukup;tidak_cukup;0.5138380351758557, 109.21661684739311;0.41546094978156317, 109.22320129477933;0.41584365814330254, 109.22210900266603;1.026;47;0;0;13;5;621;20;2.461;7;1.100;1;696;0;0;0;101;210;209;972;12.735,40;16.174,80;17.030,40;278;2.439.471;0;23.078;1.474;730;8.033,42;149.820,11;0;63,08%;926,26%;0,00%;16;0;37;6;0;0;0;0;0;0
Kalimantan Barat;Sambas;galing;tidak_cukup;tidak_cukup;cukup;1.8064127747567076, 109.3644859839785;1.5608859436422138, 109.36889502256187;;890;41;0;0;21;5;643;23;3.097;9;1.182;2;611;0;0;0;0;0;0;0;12.060,20;15.086,60;15.862,20;95;84.941;834;9.482;663;729;2.745,23;5.216,65;12.438,88;22,76%;34,58%;78,42%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;jawai;tidak_cukup;sangat_cukup;cukup;1.5964380192893448, 109.04168360468087;1.3164005966814645, 109.04838433233647;;765;39;0;0;20;3;723;21;5.643;8;2.434;3;1.504;0;0;0;0;0;0;0;22.088,70;29.486,80;31.235,70;90;791.106;1.297;12.615;6.313;1.547;2.600,75;48.585,77;19.344,39;11,77%;164,77%;61,93%;8;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;jawai selatan;tidak_cukup;sangat_cukup;sangat_cukup;1.3577866077684086, 109.00093670309019;1.2759704231133584, 109.01875634586943;;865;27;0;0;14;1;295;18;2.347;4;793;3;1.004;0;0;0;0;0;0;0;13.212,00;18.155,60;19.341,00;65;255.399;1.249;8.493;2.525;1.060;1.878,32;15.685,33;18.628,49;14,22%;86,39%;96,32%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;paloh;cukup;tidak_cukup;tidak_cukup;2.015676784547439, 109.34079194976677;1.8099464098758367, 109.36188891946394;;687;59;0;0;13;4;716;23;3.554;11;1.644;4;1.726;0;0;0;0;0;0;0;24.382,90;32.870,80;34.872,90;525;132.212;639;13.994;5.786;1.132;15.171,03;8.119,80;9.530,51;62,22%;24,70%;27,33%;1;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;pemangkat;tidak_cukup;tidak_cukup;sangat_cukup;1.4400213386259124, 108.97437063995474;1.180990739844619, 108.99175323682655;1.1121810530840215, 108.97609932992631;867;274;0;0;13;11;928;31;5.680;9;2.658;8;3.016;0;0;0;0;0;0;0;39.796,70;54.613,60;58.070,70;152;319.700;12.195;4.702;4.609;1.118;4.392,37;19.634,38;181.885,01;11,04%;35,95%;313,21%;7;0;0;0;0;0;0;0;3;0
Kalimantan Barat;Sambas;sajad;tidak_cukup;tidak_cukup;tidak_cukup;1.6761951057130418, 109.43108809221619;1.4008259546728192, 109.35743856778937;;613;21;0;0;11;1;349;9;1.737;3;554;1;397;0;0;0;0;0;0;0;7.195,60;9.153,40;9.630,60;1;3.123;0;3.466;151;141;28,9;191,8;0;0,40%;2,10%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;sajingan besar;tidak_cukup;tidak_cukup;tidak_cukup;1.8603928109612786, 109.66214005280283;1.6264830998165247, 109.62375832861416;;651;32;0;0;16;1;513;14;1.718;4;686;2;408;0;0;0;0;0;0;0;8.742,20;10.760,40;11.272,20;49;10.378;0;2.826;122;1.289;1.415,96;637,36;0;16,20%;5,92%;0,00%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;salatiga;tidak_cukup;sangat_cukup;sangat_cukup;1.2087353180672558, 109.0276806242106;;;765;26;0;0;10;0;227;17;2.041;5;901;1;492;0;0;0;0;0;0;0;7.252,30;9.687,60;10.305,30;111;520.130;850;9.914;2.222;894;3.207,59;31.943,78;12.677,51;44,23%;329,74%;123,02%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;sambas;tidak_cukup;tidak_cukup;sangat_cukup;1.6624626097084674, 109.2828136927971;1.3697957707257145, 109.3000196531495;1.3622514751829633, 109.30765238504002;992;281;0;28;23;15;1.296;38;8.020;14;4.350;13;4.769;134;2.456;9.695;0;0;0;0;61.372,90;84.785,00;90.335,90;393;306.804;6.040;11.081;2.374;712;11.356,60;18.842,37;90.084,91;18,50%;22,22%;99,72%;8;3;0;0;0;0;2;0;0;0
Kalimantan Barat;Sambas;sebawi;tidak_cukup;tidak_cukup;sangat_cukup;1.544863657751188, 109.22828896684702;;;1.139;34;0;0;14;1;355;12;1.587;7;1.302;1;426;0;0;0;0;0;0;0;7.582,00;9.686,40;10.209,00;42;43.454;7.957;6.487;607;399;1.213,68;2.668,73;118.676,43;16,01%;27,55%;1162,47%;2;1;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;sejangkung;cukup;cukup;tidak_cukup;1.42676889705865, 109.3227958737522;1.4380031754657376, 109.31849609428205;;434;36;0;0;12;5;469;26;3.083;7;1.021;2;592;0;0;0;0;0;0;0;10.430,60;13.368,40;14.136,60;197;132.383;433;9.626;866;416;5.692,75;8.130,30;6.458,07;54,58%;60,82%;45,68%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;selakau;tidak_cukup;sangat_cukup;tidak_cukup;1.2837856871317317, 108.94696829232008;1.060427594843133, 108.97339062989641;1.0564239314404935, 108.97404785505145;908;37;0;0;13;2;500;22;4.389;9;2.101;4;946;0;0;0;0;0;0;0;14.368,00;19.032,40;20.172,00;115;312.616;258;10.646;4.744;4.269;3.323,18;19.199,31;3.848,00;23,13%;100,88%;19,08%;2;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;selakau timur;tidak_cukup;cukup;tidak_cukup;1.1366416926360736, 109.0911207866924;;;590;27;0;0;10;0;285;8;1.633;4;674;1;467;0;0;0;0;0;0;0;7.382,50;9.681,80;10.231,50;48;83.345;37;6.608;3.555;433;1.387,07;5.118,63;551,84;18,79%;52,87%;5,39%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;semparuk;tidak_cukup;sangat_cukup;sangat_cukup;1.2633463858167706, 109.08287253098501;1.1822018681607414, 109.07237651047082;;318;41;0;0;13;6;600;19;3.059;6;1.931;2;2.171;0;0;0;0;0;0;0;28.037,00;38.701,40;41.175,00;70;884.277;4.003;8.734;2.531;544;2.022,80;54.307,87;59.703,62;7,21%;140,33%;145,00%;3;2;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;subah;sangat_cukup;tidak_cukup;sangat_cukup;1.441386917307987, 109.48360851179484;-6.970285914307017, 109.87252913538777;;890;54;0;0;11;8;583;22;2.991;9;1.007;4;416;0;0;0;0;0;0;0;9.500,20;11.567,60;12.124,20;685;54.600;852;3.655;134;712;19.794,58;3.353,26;12.707,34;208,36%;28,99%;104,81%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;tangaran;sangat_cukup;sangat_cukup;sangat_cukup;1.6407269887879075, 109.15938995385096;-7.404749902753567, 110.51445517145793;;547;29;0;0;13;3;346;18;2.729;6;898;3;201;0;0;0;0;0;0;0;5.208,90;6.217,80;6.519,90;1.275;160.504;894;15.127;5.026;745;36.843,93;9.857,35;13.333,76;707,33%;158,53%;204,51%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;tebas;tidak_cukup;cukup;sangat_cukup;1.453274991192779, 109.09411096540664;1.222537256795099, 109.14011318484606;1.231053618140432, 109.14859673960846;989;85;0;0;36;11;1.462;62;9.759;23;4.534;8;2.764;0;0;0;0;0;0;0;41.961,80;55.590,40;58.909,80;260;538.613;5.166;21.345;5.111;2.578;7.513,27;33.078,92;77.049,44;17,91%;59,50%;130,79%;4;1;0;0;0;0;2;0;1;0
Kalimantan Barat;Sambas;tekarang;tidak_cukup;sangat_cukup;sangat_cukup;1.5966427875059481, 109.12151166616833;1.2738189279467758, 109.12207159785265;;564;21;0;0;9;1;310;12;1.954;5;953;4;310;0;0;0;0;0;0;0;5.989,00;7.522,00;7.917,00;62;615.675;460;6.988;1.744;508;1.791,63;37.811,68;6.860,77;29,92%;502,68%;86,66%;0;0;0;0;0;0;0;0;0;0
Kalimantan Barat;Sambas;teluk keramat;tidak_cukup;tidak_cukup;tidak_cukup;1.7272162751662492, 109.18904340220763;1.4780046869838233, 109.21674420655714;;468;155;0;0;40;5;1.414;51;7.831;20;3.697;8;3.287;0;0;0;0;0;0;0;46.934,60;63.109,40;66.954,60;734;287.879;661;23.724;5.304;1.870;21.210,54;17.680,09;9.858,63;45,19%;28,01%;14,72%;0;0;0;0;0;0;1;0;0;0
Kalimantan Barat;Sanggau;balai;sangat_cukup;tidak_cukup;tidak_cukup;0.39526943158135924, 110.13221037938021;;0.13918689996526235, 110.09712963414178;589;26;0;1;16;3;294;32;2.791;7;1.318;3;1.151;0;0;0;0;0;0;0;14.894,10;20.579,00;21.989,10;725;84.236;0;16.300;771;133;20.950,47;5.173,35;0;140,66%;25,14%;0,00%;1;0;235;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;beduai;tidak_cukup;sangat_cukup;tidak_cukup;0.9454393374904194, 110.3922612059466;0.7096041337009319, 110.39337024843086;0.7013223478760559, 110.39022363722934;432;23;0;1;5;1;131;15;1.347;3;639;1;488;0;0;0;0;0;0;0;6.382,90;8.795,60;9.399,90;77;222.326;0;4.402;282;302;2.225,08;13.654,15;0;34,86%;155,24%;0,00%;16;0;15;0;0;0;0;2;0;0
Kalimantan Barat;Sanggau;bonti;tidak_cukup;tidak_cukup;tidak_cukup;0.6826471712299764, 110.55775002258184;0.40505128621395503, 110.53399919076448;;542;27;0;1;22;5;576;27;2.476;7;987;3;498;0;0;0;0;0;0;0;10.353,90;12.831,60;13.500,90;118;29.702;0;9.221;1.046;213;3.409,87;1.824,15;0;32,93%;14,22%;0,00%;1;0;51;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;entikong;tidak_cukup;sangat_cukup;tidak_cukup;0.9641643045735723, 110.35918555790272;0.9614421995787588, 110.3592392460709;;442;24;28;1;2;12;268;17;2.006;6;818;2;937;0;0;0;0;0;0;0;12.270,20;16.885,00;17.992,20;18;973.831;0;2.110;0;8;520,15;59.807,83;0;4,24%;354,21%;0,00%;0;0;6;0;0;0;0;0;1;0
Kalimantan Barat;Sanggau;jangkang;tidak_cukup;tidak_cukup;tidak_cukup;0.7348396403638632, 110.77862222756455;0.4753903839677631, 110.81798002156151;;782;43;0;1;19;6;483;37;2.749;10;1.192;2;799;0;0;0;0;0;0;0;12.837,20;16.805,80;17.851,20;52;37.760;0;2.927;11;107;1.502,65;2.319,03;0;11,71%;13,80%;0,00%;0;0;13;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;kapuas;sangat_cukup;tidak_cukup;tidak_cukup;0.40652068004028463, 110.59914276278246;0.12226923398111302, 110.592849436857;0.12030870612631861, 110.58426220320335;1.579;105;0;3;25;21;1.694;73;8.744;25;3.877;10;2.969;45;537;7.680;0;0;0;0;46.180,60;60.828,20;64.467,60;1.953;131.910;0;19.617;1.925;481;56.436,23;8.101,25;0;122,21%;13,32%;0,00%;67;2;311;7;0;0;4;6;0;0
Kalimantan Barat;Sanggau;kembayan;sangat_cukup;tidak_cukup;tidak_cukup;0.8141884407704043, 110.41990744547597;0.5656830791203357, 110.40478070836674;0.5558295256630271, 110.40440836310344;345;34;0;1;21;8;579;30;3.431;9;1.587;4;909;0;0;0;0;0;0;0;14.727,10;19.222,20;20.357,10;430;104.200;0;8.526;917;323;12.425,80;6.399,44;0;84,37%;33,29%;0,00%;29;0;47;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;meliau;sangat_cukup;tidak_cukup;tidak_cukup;0.1979503961022824, 110.28268087604059;-0.11828172148201752, 110.28714833358471;;765;52;0;2;15;13;827;50;5.453;15;1.852;5;1.279;0;0;0;0;0;0;0;20.906,30;27.243,40;28.875,30;4.497;30.096;600;29.788;438;942;129.950,71;1.848,35;8.948,83;621,59%;6,78%;30,99%;1;0;164;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;mukok;sangat_cukup;tidak_cukup;tidak_cukup;0.4191094344998276, 110.73736524092163;0.11746448876868909, 110.7687020041041;0.10997457623416654, 110.76801418817486;675;20;0;1;5;4;282;23;2.296;5;915;2;346;0;0;0;0;0;0;0;6.245,30;7.973,20;8.457,30;1.341;12.660;0;10.125;1.265;363;38.751,15;777,51;0;620,48%;9,75%;0,00%;3;0;267;0;0;1;0;0;0;0
Kalimantan Barat;Sanggau;noyan;tidak_cukup;tidak_cukup;tidak_cukup;1.0505708126205933, 110.58561998908496;0.770990839938227, 110.58202196688927;;433;50;0;1;2;1;69;19;1.271;3;429;2;298;0;0;0;0;0;0;0;3.910,10;5.396,80;5.810,10;48;0;0;4.842;165;15;1.387,07;0;0;35,47%;0,00%;0,00%;1;0;3;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;parindu;cukup;sangat_cukup;tidak_cukup;0.43361903661836687, 110.3923472419777;0.2142310458104146, 110.43517988775963;0.4511873678997701, 110.44813634959789;918;52;0;1;19;8;682;32;3.898;9;1.839;3;1.226;51;0;0;0;0;0;0;18.940,80;24.993,20;26.536,80;333;498.640;0;13.985;562;300;9.622,77;30.623,98;0;50,80%;122,53%;0,00%;46;1;108;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;sekayam;tidak_cukup;tidak_cukup;tidak_cukup;1.0766686351785362, 110.4195920023937;0.8359491761179865, 110.42841201777928;1.0926320905097324, 110.41005168435606;398;29;0;1;11;8;694;32;4.908;13;2.510;5;1.448;0;0;0;0;0;0;0;21.374,60;28.512,80;30.249,60;71;116.421;0;3.323;875;183;2.051,70;7.150,00;0;9,60%;25,08%;0,00%;5;1;44;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;tayan hilir;tidak_cukup;tidak_cukup;tidak_cukup;0.07824916428792891, 110.08572324965102;-0.011950074638744429, 110.10587498581603;0.2527305199194735, 110.03770443248959;587;43;0;2;10;9;551;45;4.549;10;1.942;6;1.580;0;0;0;0;0;0;0;21.696,90;29.500,40;31.440,90;369;11.199;0;8.271;95;140;10.663,07;687,79;0;49,15%;2,33%;0,00%;2;0;8;0;0;0;0;0;0;0
Kalimantan Barat;Sanggau;tayan hulu;tidak_cukup;tidak_cukup;tidak_cukup;0.526031747244592, 110.21426052749324;0.29377113034250196, 110.23723076134542;0.580331007853603, 110.24392429331253;987;31;0;1;6;13;531;31;4.234;9;1.868;7;1.529;0;0;0;0;0;0;0;20.847,40;28.379,00;30.200,40;67;41.875;159;12.038;143;173;1.936,11;2.571,75;2.371,44;9,29%;9,06%;7,85%;9;0;25;0;0;0;0;0;0;0
